City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
302,Grand Gaube,MU,-20.0064,57.6608,77.4,85,19,3.0,few clouds
303,Saint-Georges,GD,12.0564,-61.7485,79.16,79,32,16.4,scattered clouds
304,Gomel,BY,52.4345,30.9754,44.82,87,75,11.18,broken clouds
305,Puro,PH,12.4841,123.3827,78.98,80,100,7.14,moderate rain
306,Broken Hill,AU,-31.95,141.4333,67.66,63,3,6.93,clear sky
307,Loughrea,IE,53.1969,-8.5669,38.43,73,100,5.73,overcast clouds
308,Burnie,AU,-41.0667,145.9167,62.65,92,96,1.19,overcast clouds
309,Tahta,EG,26.7693,31.5021,73.31,22,3,9.66,clear sky
310,Vikhorevka,RU,56.1201,101.1636,31.59,94,100,9.89,light snow
311,Bull Savanna,JM,17.8868,-77.5902,77.2,72,92,1.57,overcast clouds
312,Tuy Hoa,VN,13.0833,109.3,67.91,88,66,5.59,broken clouds
313,Bati,ET,11.1833,40.0167,67.89,36,25,5.68,scattered clouds
314,Thinadhoo,MV,0.5333,72.9333,83.57,68,67,10.8,broken clouds
315,Jijiga,ET,9.35,42.8,69.21,55,32,4.5,scattered clouds
316,Mayo,US,38.8876,-76.5119,55.26,47,100,11.01,overcast clouds
317,Changying,CN,52.8733,123.3213,26.37,92,100,11.1,overcast clouds
318,Turukhansk,RU,65.8167,87.9833,-14.28,100,87,3.02,overcast clouds
319,Bulle,CH,46.6195,7.0567,35.49,91,35,4.38,scattered clouds
320,Ahipara,NZ,-35.1667,173.1667,65.41,73,100,4.14,overcast clouds
321,Betioky,MG,-23.7167,44.3833,73.58,76,10,7.92,clear sky
322,Nybro,SE,56.7446,15.9071,38.05,83,63,10.8,broken clouds
323,Alice Springs,AU,-23.7,133.8833,69.22,32,0,5.75,clear sky
324,Uribia,CO,11.7139,-72.266,88.43,46,100,18.01,overcast clouds
325,Shizuishan,CN,39.2333,106.7694,64.09,18,100,1.14,overcast clouds
326,Krabi,TH,8.0726,98.9105,75.4,94,20,1.14,mist
327,Kannur,IN,11.8675,75.3576,79.77,83,100,3.04,overcast clouds
328,Kirensk,RU,57.7853,108.1119,18.54,98,100,1.66,overcast clouds
329,Zacatlan,MX,19.9333,-97.9667,66.02,46,17,8.61,few clouds
330,San Marcos,US,33.1434,-117.1661,85.96,61,0,13.8,haze
331,Rio Gallegos,AR,-51.6226,-69.2181,50.05,71,0,6.91,clear sky
332,Leh,IN,34.1667,77.5833,27.37,74,24,6.15,few clouds
333,Hambantota,LK,6.1241,81.1185,77.92,83,91,10.04,overcast clouds
334,Hualmay,PE,-11.0964,-77.6139,71.02,79,58,9.78,broken clouds
335,Uberaba,BR,-19.7483,-47.9319,79.38,65,20,3.44,few clouds
336,Meulaboh,ID,4.1363,96.1285,77.07,88,87,3.42,overcast clouds
337,La Rochelle,FR,46.1667,-1.15,44.67,76,0,4.61,clear sky
338,Jaora,IN,23.6333,75.1333,82.18,14,0,7.16,clear sky
339,Surgut,RU,61.25,73.4167,0.09,84,0,4.47,clear sky
340,Niquero,CU,20.0431,-77.5828,79.7,73,66,18.34,broken clouds
341,Saint-Augustin,CA,51.226,-58.6502,32.94,100,100,6.24,overcast clouds
342,Dwarka,IN,22.2394,68.9678,79.57,78,2,10.11,clear sky
343,Fort Nelson,CA,58.8053,-122.7002,42.39,28,20,14.97,few clouds
