City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
314,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.11,82,100,2.48,overcast clouds
315,Channel-Port Aux Basques,CA,47.5702,-59.1367,36.64,71,97,12.75,overcast clouds
316,Abu Dhabi,AE,24.4667,54.3667,86.11,60,0,3.44,clear sky
317,Lahaina,US,20.8783,-156.6825,82.96,86,17,6.73,few clouds
318,Road Town,VG,18.4167,-64.6167,82.44,57,20,11.5,few clouds
319,Shizunai,JP,42.3339,142.3669,44.85,92,100,12.73,overcast clouds
320,Mugur-Aksy,RU,50.35,90.5,20.84,73,2,7.9,clear sky
321,Komsomolskiy,UZ,40.4272,71.7189,63.32,59,68,4.61,broken clouds
322,Sabirabad,AZ,40.0095,48.4752,54.82,40,5,23.38,clear sky
323,General Pico,AR,-35.6566,-63.7568,62.53,30,7,13.11,clear sky
324,Saint Anthony,US,45.0205,-93.218,52.25,61,100,13.8,light rain
325,Isiro,CD,2.7739,27.616,72.43,71,85,1.97,overcast clouds
326,Mirzapur,IN,25.15,82.5833,83.41,35,91,7.09,overcast clouds
327,Wanxian,CN,30.8039,108.3897,58.91,92,1,3.6,clear sky
328,Lengshuijiang,CN,27.6881,111.4294,59.34,91,100,8.28,overcast clouds
329,Trairi,BR,-3.2778,-39.2689,78.53,84,99,7.74,overcast clouds
330,Ajdabiya,LY,30.7554,20.2263,63.19,52,100,7.0,overcast clouds
331,Nador,MA,35.174,-2.9287,61.05,77,0,3.44,clear sky
332,Ushtobe,KZ,45.2514,77.9838,54.21,30,100,9.01,overcast clouds
333,Namie,JP,37.4833,141.0,59.23,70,21,3.44,few clouds
334,Torbat-E Jam,IR,35.244,60.6225,66.72,25,0,1.21,clear sky
335,Itoman,JP,26.1247,127.6694,73.42,92,75,9.22,broken clouds
336,Auki,SB,-8.7676,160.7034,81.14,73,100,3.85,overcast clouds
